uid1;uid2;time
163.0;18.0;1264161257.0
86.0;69.0;1264161626.0
160.0;80.0;1264162264.0
160.0;148.0;1264162264.0
160.0;79.0;1264162264.0
160.0;80.0;1264162276.0
160.0;148.0;1264162276.0
160.0;79.0;1264162276.0
160.0;148.0;1264162302.0
160.0;79.0;1264162302.0
160.0;80.0;1264162302.0
86.0;69.0;1264162751.0
47.0;11.0;1264162890.0
132.0;116.0;1264163106.0
156.0;83.0;1264163363.0
83.0;156.0;1264163406.0
166.0;132.0;1264163519.0
118.0;148.0;1264163668.0
97.0;78.0;1264163910.0
69.0;86.0;1264164043.0
107.0;102.0;1264164152.0
86.0;69.0;1264164169.0
116.0;132.0;1264164861.0
132.0;166.0;1264165048.0
90.0;154.0;1264165189.0
129.0;83.0;1264165881.0
118.0;80.0;1264166153.0
83.0;129.0;1264166212.0
83.0;156.0;1264166270.0
156.0;83.0;1264166472.0
166.0;136.0;1264166632.0
143.0;166.0;1264166724.0
166.0;19.0;1264167068.0
166.0;136.0;1264167068.0
166.0;136.0;1264167185.0
166.0;73.0;1264167185.0
73.0;166.0;1264167279.0
83.0;156.0;1264167583.0
97.0;121.0;1264167669.0
19.0;166.0;1264167960.0
156.0;83.0;1264168324.0
86.0;69.0;1264168638.0
119.0;126.0;1264168843.0
136.0;166.0;1264169661.0
166.0;136.0;1264169743.0
166.0;152.0;1264169743.0
160.0;80.0;1264169937.0
160.0;148.0;1264169937.0
160.0;79.0;1264169937.0
160.0;80.0;1264169955.0
160.0;148.0;1264169955.0
160.0;79.0;1264169955.0
136.0;166.0;1264170222.0
136.0;166.0;1264170254.0
136.0;166.0;1264170265.0
160.0;80.0;1264170896.0
160.0;148.0;1264170896.0
160.0;79.0;1264170896.0
160.0;80.0;1264170919.0
160.0;148.0;1264170919.0
160.0;79.0;1264170919.0
160.0;79.0;1264170930.0
160.0;80.0;1264170930.0
160.0;148.0;1264170930.0
160.0;80.0;1264170946.0
160.0;148.0;1264170946.0
160.0;79.0;1264170946.0
154.0;148.0;1264171932.0
156.0;148.0;1264174376.0
162.0;150.0;1264397679.0
162.0;150.0;1264397699.0
162.0;150.0;1264397759.0
133.0;128.0;1264398183.0
150.0;162.0;1264400172.0
162.0;152.0;1264401513.0
152.0;162.0;1264401922.0
152.0;166.0;1264401922.0
162.0;152.0;1264401938.0
152.0;162.0;1264401952.0
52.0;11.0;1264402454.0
52.0;160.0;1264402454.0
133.0;73.0;1264402894.0
18.0;90.0;1264404326.0
18.0;163.0;1264404326.0
69.0;152.0;1264404754.0
126.0;119.0;1264404844.0
143.0;164.0;1264405081.0
143.0;137.0;1264405081.0
164.0;143.0;1264405100.0
164.0;143.0;1264405283.0
62.0;107.0;1264405330.0
143.0;164.0;1264405341.0
126.0;112.0;1264405593.0
126.0;137.0;1264405627.0
9.0;8.0;1264406527.0
7.0;118.0;1264406547.0
10.0;7.0;1264406547.0
5.0;36.0;1264406683.0
70.0;130.0;1264406686.0
135.0;152.0;1264407389.0
135.0;162.0;1264407415.0
135.0;150.0;1264407415.0
128.0;13.0;1264407937.0
90.0;69.0;1264408554.0
69.0;90.0;1264408741.0
36.0;133.0;1264408919.0
128.0;133.0;1264409177.0
137.0;136.0;1264409204.0
128.0;133.0;1264409209.0
136.0;137.0;1264409325.0
78.0;22.0;1264409387.0
133.0;36.0;1264409522.0
135.0;77.0;1264409529.0
36.0;133.0;1264409541.0
77.0;135.0;1264409576.0
83.0;35.0;1264409680.0
18.0;163.0;1264409868.0
78.0;121.0;1264409904.0
35.0;83.0;1264409908.0
60.0;105.0;1264409995.0
135.0;77.0;1264410062.0
148.0;118.0;1264410157.0
123.0;77.0;1264410309.0
123.0;166.0;1264410322.0
118.0;148.0;1264410337.0
92.0;165.0;1264410383.0
135.0;77.0;1264410478.0
135.0;69.0;1264410478.0
64.0;109.0;1264410568.0
64.0;117.0;1264410568.0
64.0;119.0;1264410568.0
64.0;65.0;1264410568.0
64.0;88.0;1264410568.0
64.0;110.0;1264410568.0
88.0;64.0;1264410581.0
114.0;61.0;1264410855.0
88.0;51.0;1264410904.0
88.0;64.0;1264410904.0
120.0;103.0;1264410962.0
64.0;88.0;1264411008.0
57.0;89.0;1264411037.0
57.0;66.0;1264411037.0
57.0;42.0;1264411037.0
117.0;64.0;1264411327.0
42.0;57.0;1264411362.0
22.0;77.0;1264411467.0
77.0;22.0;1264411523.0
54.0;132.0;1264411751.0
165.0;92.0;1264412055.0
80.0;27.0;1264412502.0
27.0;80.0;1264412547.0
98.0;57.0;1264412759.0
98.0;56.0;1264412759.0
98.0;82.0;1264412759.0
98.0;67.0;1264412759.0
98.0;151.0;1264412759.0
98.0;63.0;1264412759.0
98.0;113.0;1264412759.0
98.0;61.0;1264412759.0
98.0;47.0;1264412759.0
98.0;52.0;1264412759.0
132.0;54.0;1264412796.0
67.0;98.0;1264412829.0
63.0;98.0;1264412917.0
120.0;103.0;1264412997.0
67.0;98.0;1264413081.0
67.0;13.0;1264413081.0
67.0;85.0;1264413081.0
67.0;8.0;1264413081.0
67.0;83.0;1264413081.0
67.0;128.0;1264413081.0
8.0;67.0;1264413091.0
83.0;67.0;1264413113.0
128.0;67.0;1264413122.0
119.0;64.0;1264413195.0
13.0;67.0;1264413218.0
110.0;64.0;1264413304.0
5.0;36.0;1264413402.0
105.0;60.0;1264413407.0
7.0;118.0;1264413416.0
7.0;118.0;1264413419.0
10.0;7.0;1264413419.0
105.0;60.0;1264413492.0
72.0;108.0;1264413515.0
72.0;101.0;1264413515.0
72.0;56.0;1264413515.0
72.0;45.0;1264413515.0
72.0;32.0;1264413515.0
50.0;8.0;1264413977.0
130.0;42.0;1264414093.0
26.0;121.0;1264414124.0
148.0;154.0;1264414448.0
156.0;8.0;1264414463.0
8.0;156.0;1264414532.0
70.0;130.0;1264414605.0
113.0;98.0;1264414676.0
26.0;121.0;1264414784.0
45.0;72.0;1264414791.0
8.0;50.0;1264414859.0
122.0;134.0;1264414868.0
83.0;18.0;1264414983.0
83.0;129.0;1264414983.0
7.0;118.0;1264415047.0
9.0;8.0;1264415052.0
10.0;7.0;1264415053.0
7.0;118.0;1264415053.0
136.0;166.0;1264415100.0
136.0;123.0;1264415100.0
52.0;98.0;1264415139.0
52.0;105.0;1264415323.0
52.0;48.0;1264415323.0
52.0;98.0;1264415323.0
52.0;72.0;1264415323.0
52.0;32.0;1264415323.0
52.0;39.0;1264415323.0
52.0;22.0;1264415323.0
52.0;117.0;1264415323.0
52.0;112.0;1264415323.0
153.0;69.0;1264415348.0
61.0;63.0;1264415562.0
117.0;52.0;1264415565.0
117.0;57.0;1264415565.0
117.0;83.0;1264415565.0
117.0;54.0;1264415565.0
117.0;64.0;1264415565.0
117.0;84.0;1264415565.0
117.0;145.0;1264415565.0
61.0;98.0;1264415574.0
84.0;117.0;1264415633.0
117.0;47.0;1264415677.0
112.0;89.0;1264415701.0
112.0;66.0;1264415701.0
112.0;42.0;1264415701.0
117.0;121.0;1264415709.0
32.0;72.0;1264415760.0
32.0;50.0;1264415868.0
32.0;97.0;1264415868.0
32.0;141.0;1264415868.0
32.0;105.0;1264415868.0
32.0;52.0;1264415868.0
32.0;82.0;1264415868.0
32.0;112.0;1264415868.0
32.0;72.0;1264415868.0
32.0;57.0;1264415868.0
52.0;117.0;1264415883.0
52.0;32.0;1264415890.0
72.0;32.0;1264415915.0
50.0;32.0;1264415940.0
8.0;50.0;1264415949.0
112.0;32.0;1264416055.0
121.0;117.0;1264416133.0
98.0;67.0;1264416176.0
42.0;112.0;1264416177.0
50.0;28.0;1264416281.0
50.0;166.0;1264416281.0
50.0;81.0;1264416281.0
50.0;58.0;1264416281.0
156.0;130.0;1264416320.0
54.0;81.0;1264416589.0
26.0;121.0;1264416674.0
130.0;126.0;1264416758.0
108.0;72.0;1264417005.0
105.0;32.0;1264417016.0
136.0;119.0;1264417522.0
81.0;54.0;1264417532.0
135.0;90.0;1264417605.0
90.0;135.0;1264417695.0
151.0;98.0;1264417859.0
58.0;50.0;1264418007.0
90.0;136.0;1264418145.0
90.0;135.0;1264418145.0
136.0;90.0;1264418173.0
85.0;36.0;1264418175.0
135.0;90.0;1264418185.0
130.0;156.0;1264418243.0
18.0;83.0;1264418271.0
18.0;83.0;1264418321.0
58.0;44.0;1264418324.0
58.0;141.0;1264418324.0
58.0;103.0;1264418324.0
58.0;60.0;1264418324.0
58.0;50.0;1264418324.0
103.0;58.0;1264418389.0
50.0;58.0;1264418402.0
40.0;66.0;1264418419.0
136.0;123.0;1264418511.0
47.0;117.0;1264418548.0
47.0;98.0;1264418585.0
27.0;86.0;1264418662.0
152.0;103.0;1264418956.0
103.0;152.0;1264419015.0
8.0;133.0;1264419138.0
44.0;58.0;1264419177.0
136.0;166.0;1264419279.0
136.0;123.0;1264419279.0
77.0;22.0;1264419558.0
45.0;33.0;1264419616.0
45.0;148.0;1264419616.0
22.0;77.0;1264419622.0
33.0;45.0;1264419650.0
18.0;163.0;1264419763.0
105.0;32.0;1264419848.0
154.0;148.0;1264419934.0
148.0;45.0;1264419943.0
148.0;154.0;1264419978.0
101.0;72.0;1264420404.0
101.0;156.0;1264420510.0
84.0;166.0;1264420565.0
35.0;17.0;1264421121.0
17.0;35.0;1264421157.0
64.0;117.0;1264421555.0
77.0;22.0;1264421693.0
22.0;77.0;1264421825.0
32.0;105.0;1264421826.0
107.0;62.0;1264421860.0
98.0;61.0;1264423063.0
98.0;61.0;1264423089.0
61.0;98.0;1264423173.0
13.0;67.0;1264423304.0
83.0;117.0;1264423430.0
61.0;98.0;1264423431.0
85.0;36.0;1264423489.0
85.0;67.0;1264423489.0
119.0;136.0;1264423843.0
17.0;35.0;1264423947.0
17.0;90.0;1264423947.0
133.0;73.0;1264424127.0
35.0;17.0;1264424412.0
39.0;27.0;1264424417.0
35.0;17.0;1264424428.0
5.0;36.0;1264424606.0
7.0;118.0;1264424611.0
9.0;8.0;1264424615.0
10.0;7.0;1264424619.0
7.0;118.0;1264424619.0
142.0;112.0;1264424625.0
133.0;73.0;1264424655.0
142.0;119.0;1264424847.0
142.0;35.0;1264424847.0
142.0;152.0;1264424953.0
35.0;142.0;1264425112.0
135.0;152.0;1264425205.0
90.0;69.0;1264425248.0
153.0;143.0;1264425368.0
90.0;17.0;1264425453.0
73.0;133.0;1264425544.0
73.0;133.0;1264425551.0
17.0;35.0;1264425869.0
35.0;83.0;1264425908.0
83.0;35.0;1264426069.0
35.0;83.0;1264426229.0
83.0;35.0;1264426492.0
103.0;54.0;1264426633.0
103.0;36.0;1264426633.0
112.0;142.0;1264426739.0
112.0;73.0;1264426838.0
112.0;39.0;1264426838.0
112.0;19.0;1264426838.0
112.0;107.0;1264426838.0
112.0;166.0;1264426838.0
107.0;112.0;1264426878.0
67.0;13.0;1264426943.0
13.0;67.0;1264427019.0
3.0;132.0;1264427548.0
54.0;102.0;1264427935.0
132.0;3.0;1264428239.0
3.0;132.0;1264428364.0
123.0;136.0;1264428369.0
123.0;136.0;1264428479.0
54.0;117.0;1264428595.0
121.0;27.0;1264428620.0
123.0;136.0;1264428643.0
118.0;163.0;1264428680.0
27.0;121.0;1264428696.0
54.0;13.0;1264428697.0
54.0;117.0;1264428697.0
54.0;55.0;1264428697.0
55.0;54.0;1264428757.0
132.0;3.0;1264428800.0
156.0;101.0;1264428801.0
117.0;54.0;1264428824.0
54.0;55.0;1264428860.0
55.0;54.0;1264428883.0
102.0;54.0;1264428937.0
19.0;112.0;1264428999.0
128.0;133.0;1264429145.0
121.0;11.0;1264429150.0
3.0;132.0;1264429297.0
132.0;3.0;1264429368.0
57.0;130.0;1264429569.0
103.0;54.0;1264429725.0
103.0;152.0;1264429725.0
103.0;50.0;1264429725.0
132.0;166.0;1264430033.0
85.0;17.0;1264430335.0
129.0;83.0;1264430458.0
166.0;132.0;1264430898.0
132.0;166.0;1264431041.0
132.0;166.0;1264431470.0
166.0;132.0;1264431579.0
103.0;54.0;1264432228.0
103.0;152.0;1264432228.0
103.0;50.0;1264432228.0
118.0;83.0;1264432322.0
118.0;27.0;1264432322.0
132.0;166.0;1264432785.0
130.0;57.0;1264437301.0
90.0;121.0;1264438758.0
156.0;11.0;1264439368.0
130.0;126.0;1264441258.0
160.0;79.0;1264449525.0
160.0;80.0;1264449525.0
160.0;148.0;1264449525.0
17.0;105.0;1264454347.0
17.0;161.0;1264454347.0
17.0;146.0;1264454347.0
17.0;129.0;1264454347.0
17.0;62.0;1264454347.0
17.0;90.0;1264454347.0
39.0;112.0;1264483846.0
39.0;140.0;1264484004.0
39.0;157.0;1264484004.0
39.0;28.0;1264484004.0
73.0;112.0;1264486483.0
140.0;39.0;1264486700.0
140.0;39.0;1264486951.0
150.0;162.0;1264487048.0
65.0;64.0;1264487467.0
145.0;117.0;1264488252.0
145.0;101.0;1264488470.0
145.0;82.0;1264488470.0
145.0;83.0;1264488470.0
133.0;73.0;1264488542.0
145.0;8.0;1264488595.0
145.0;85.0;1264488595.0
145.0;47.0;1264488595.0
145.0;27.0;1264488595.0
145.0;126.0;1264488595.0
52.0;160.0;1264488872.0
52.0;11.0;1264488872.0
81.0;50.0;1264488975.0
18.0;91.0;1264489494.0
152.0;135.0;1264489697.0
152.0;142.0;1264489714.0
136.0;166.0;1264489770.0
136.0;123.0;1264489770.0
22.0;78.0;1264489835.0
101.0;145.0;1264489976.0
18.0;83.0;1264489994.0
118.0;163.0;1264490302.0
22.0;78.0;1264490458.0
163.0;18.0;1264490728.0
123.0;136.0;1264490828.0
97.0;32.0;1264491562.0
44.0;82.0;1264491938.0
130.0;57.0;1264492029.0
83.0;129.0;1264492108.0
83.0;145.0;1264492115.0
69.0;90.0;1264492416.0
13.0;54.0;1264493104.0
11.0;148.0;1264493531.0
50.0;8.0;1264494123.0
33.0;94.0;1264494154.0
83.0;129.0;1264494198.0
116.0;132.0;1264494469.0
148.0;156.0;1264494487.0
148.0;11.0;1264495242.0
126.0;145.0;1264495271.0
132.0;116.0;1264495397.0
82.0;44.0;1264495768.0
118.0;83.0;1264495828.0
118.0;128.0;1264495828.0
118.0;102.0;1264495828.0
22.0;121.0;1264495987.0
121.0;22.0;1264496107.0
22.0;78.0;1264496536.0
8.0;50.0;1264496555.0
47.0;145.0;1264496831.0
105.0;97.0;1264496900.0
105.0;60.0;1264496900.0
97.0;105.0;1264496962.0
60.0;105.0;1264496971.0
22.0;27.0;1264497272.0
22.0;152.0;1264497465.0
130.0;57.0;1264497592.0
22.0;143.0;1264497604.0
129.0;83.0;1264497619.0
152.0;22.0;1264497680.0
129.0;83.0;1264497798.0
22.0;133.0;1264497839.0
67.0;17.0;1264498114.0
17.0;67.0;1264498132.0
22.0;153.0;1264498221.0
17.0;67.0;1264498292.0
129.0;83.0;1264498359.0
103.0;128.0;1264498383.0
83.0;129.0;1264498581.0
103.0;128.0;1264498591.0
103.0;36.0;1264498591.0
92.0;165.0;1264498856.0
67.0;17.0;1264498859.0
47.0;126.0;1264498926.0
47.0;126.0;1264498941.0
121.0;90.0;1264499018.0
22.0;90.0;1264499171.0
143.0;22.0;1264499370.0
8.0;145.0;1264499439.0
143.0;153.0;1264499441.0
119.0;142.0;1264499538.0
36.0;3.0;1264499641.0
119.0;127.0;1264499722.0
37.0;57.0;1264499723.0
109.0;65.0;1264500001.0
109.0;89.0;1264500017.0
109.0;64.0;1264500071.0
127.0;119.0;1264500107.0
8.0;50.0;1264500468.0
22.0;136.0;1264500668.0
153.0;143.0;1264500755.0
52.0;11.0;1264501033.0
35.0;150.0;1264501126.0
136.0;22.0;1264501286.0
78.0;22.0;1264501343.0
90.0;22.0;1264501532.0
136.0;123.0;1264501748.0
160.0;79.0;1264501775.0
160.0;80.0;1264501775.0
160.0;148.0;1264501775.0
57.0;89.0;1264502034.0
57.0;66.0;1264502034.0
57.0;42.0;1264502034.0
78.0;22.0;1264502070.0
42.0;57.0;1264502119.0
90.0;22.0;1264502191.0
78.0;22.0;1264502199.0
133.0;22.0;1264502493.0
22.0;90.0;1264502496.0
117.0;13.0;1264502663.0
117.0;83.0;1264502663.0
117.0;153.0;1264502663.0
13.0;117.0;1264502768.0
33.0;147.0;1264502786.0
125.0;88.0;1264502932.0
22.0;129.0;1264503513.0
83.0;117.0;1264503656.0
22.0;137.0;1264503668.0
92.0;165.0;1264503983.0
165.0;92.0;1264504059.0
165.0;92.0;1264504084.0
153.0;117.0;1264504107.0
126.0;27.0;1264504428.0
126.0;47.0;1264504428.0
128.0;133.0;1264504437.0
22.0;33.0;1264504513.0
153.0;143.0;1264504526.0
153.0;22.0;1264504633.0
160.0;148.0;1264504699.0
160.0;80.0;1264504699.0
160.0;79.0;1264504699.0
39.0;123.0;1264504874.0
22.0;77.0;1264505583.0
77.0;22.0;1264505843.0
82.0;145.0;1264505985.0
152.0;162.0;1264506019.0
152.0;150.0;1264506019.0
152.0;136.0;1264506019.0
152.0;69.0;1264506019.0
152.0;90.0;1264506019.0
90.0;152.0;1264506067.0
152.0;150.0;1264506090.0
152.0;162.0;1264506090.0
152.0;136.0;1264506090.0
152.0;69.0;1264506090.0
152.0;90.0;1264506090.0
90.0;152.0;1264506094.0
152.0;69.0;1264506142.0
152.0;136.0;1264506142.0
152.0;90.0;1264506142.0
152.0;150.0;1264506142.0
152.0;162.0;1264506142.0
136.0;152.0;1264506169.0
150.0;152.0;1264506183.0
136.0;152.0;1264506186.0
136.0;152.0;1264506190.0
90.0;152.0;1264506195.0
14.0;148.0;1264506206.0
14.0;160.0;1264506206.0
14.0;80.0;1264506206.0
14.0;163.0;1264506206.0
69.0;152.0;1264506457.0
69.0;152.0;1264506458.0
121.0;33.0;1264506801.0
14.0;163.0;1264506859.0
22.0;148.0;1264507112.0
57.0;130.0;1264507176.0
121.0;118.0;1264507438.0
136.0;166.0;1264507500.0
136.0;123.0;1264507500.0
129.0;22.0;1264507511.0
39.0;119.0;1264507543.0
39.0;95.0;1264507543.0
135.0;92.0;1264507563.0
135.0;84.0;1264507563.0
118.0;121.0;1264507588.0
95.0;39.0;1264507626.0
83.0;129.0;1264507652.0
83.0;116.0;1264507652.0
135.0;92.0;1264507660.0
135.0;84.0;1264507660.0
135.0;84.0;1264507722.0
135.0;92.0;1264507722.0
129.0;83.0;1264507745.0
22.0;118.0;1264507806.0
118.0;163.0;1264507915.0
39.0;157.0;1264507949.0
39.0;111.0;1264507949.0
39.0;140.0;1264507949.0
39.0;28.0;1264507949.0
118.0;22.0;1264507975.0
153.0;22.0;1264507998.0
33.0;121.0;1264508250.0
121.0;27.0;1264508439.0
33.0;69.0;1264508485.0
166.0;136.0;1264508748.0
136.0;166.0;1264508816.0
165.0;92.0;1264508865.0
62.0;73.0;1264508904.0
92.0;165.0;1264508928.0
33.0;22.0;1264509663.0
80.0;14.0;1264510365.0
116.0;83.0;1264510425.0
92.0;165.0;1264510434.0
92.0;33.0;1264510434.0
165.0;92.0;1264510449.0
150.0;152.0;1264510901.0
135.0;69.0;1264511048.0
69.0;152.0;1264511165.0
33.0;92.0;1264511270.0
132.0;166.0;1264511555.0
33.0;45.0;1264511795.0
133.0;73.0;1264512271.0
133.0;144.0;1264512271.0
160.0;80.0;1264512308.0
160.0;148.0;1264512308.0
160.0;79.0;1264512308.0
30.0;117.0;1264512373.0
150.0;35.0;1264512455.0
123.0;136.0;1264512663.0
150.0;35.0;1264512666.0
166.0;132.0;1264512940.0
22.0;39.0;1264512946.0
117.0;30.0;1264513808.0
132.0;166.0;1264513927.0
107.0;52.0;1264514435.0
82.0;45.0;1264514565.0
27.0;121.0;1264514627.0
36.0;3.0;1264514655.0
45.0;82.0;1264514671.0
82.0;32.0;1264514763.0
82.0;98.0;1264514818.0
61.0;154.0;1264515025.0
69.0;86.0;1264515534.0
119.0;39.0;1264515973.0
119.0;33.0;1264516192.0
92.0;165.0;1264516195.0
165.0;92.0;1264516263.0
22.0;118.0;1264516316.0
118.0;148.0;1264516343.0
118.0;22.0;1264516430.0
160.0;148.0;1264516520.0
160.0;80.0;1264516520.0
160.0;79.0;1264516520.0
97.0;82.0;1264516565.0
160.0;79.0;1264516565.0
160.0;148.0;1264516565.0
160.0;80.0;1264516565.0
69.0;86.0;1264516948.0
86.0;69.0;1264517679.0
86.0;69.0;1264517778.0
8.0;63.0;1264518027.0
8.0;52.0;1264518027.0
69.0;86.0;1264518066.0
130.0;57.0;1264519644.0
128.0;67.0;1264520094.0
36.0;85.0;1264520724.0
36.0;155.0;1264520724.0
36.0;155.0;1264521244.0
128.0;8.0;1264521445.0
128.0;8.0;1264521458.0
128.0;8.0;1264521470.0
128.0;8.0;1264521490.0
128.0;8.0;1264521510.0
39.0;22.0;1264569555.0
150.0;162.0;1264573244.0
33.0;119.0;1264575270.0
33.0;45.0;1264575334.0
137.0;22.0;1264576705.0
160.0;14.0;1264576921.0
166.0;84.0;1264576949.0
148.0;22.0;1264577370.0
63.0;113.0;1264577668.0
73.0;107.0;1264578373.0
73.0;137.0;1264578373.0
137.0;73.0;1264578390.0
18.0;163.0;1264578644.0
18.0;90.0;1264578644.0
113.0;63.0;1264578735.0
86.0;78.0;1264579445.0
86.0;69.0;1264579465.0
166.0;84.0;1264579743.0
148.0;11.0;1264579766.0
11.0;148.0;1264579903.0
84.0;166.0;1264580160.0
84.0;166.0;1264580189.0
84.0;166.0;1264580199.0
11.0;138.0;1264580333.0
126.0;27.0;1264580803.0
36.0;155.0;1264582369.0
148.0;160.0;1264582538.0
148.0;11.0;1264582538.0
33.0;45.0;1264583223.0
160.0;148.0;1264583303.0
160.0;80.0;1264583303.0
65.0;129.0;1264584775.0
65.0;129.0;1264584847.0
138.0;11.0;1264584948.0
52.0;11.0;1264584984.0
129.0;65.0;1264585105.0
129.0;65.0;1264585168.0
119.0;69.0;1264585399.0
22.0;130.0;1264585485.0
13.0;90.0;1264585709.0
77.0;22.0;1264586018.0
10.0;7.0;1264586092.0
7.0;118.0;1264586092.0
136.0;166.0;1264586227.0
77.0;90.0;1264586611.0
77.0;119.0;1264586611.0
90.0;77.0;1264586653.0
22.0;156.0;1264587044.0
77.0;119.0;1264587266.0
77.0;90.0;1264587266.0
8.0;128.0;1264587442.0
128.0;8.0;1264587442.0
60.0;163.0;1264587573.0
156.0;22.0;1264587617.0
22.0;77.0;1264587637.0
22.0;137.0;1264587660.0
90.0;77.0;1264587831.0
121.0;85.0;1264587848.0
8.0;128.0;1264587865.0
8.0;36.0;1264587865.0
8.0;155.0;1264587865.0
97.0;154.0;1264588348.0
97.0;39.0;1264588348.0
132.0;133.0;1264588373.0
69.0;119.0;1264588526.0
33.0;45.0;1264588605.0
69.0;119.0;1264588652.0
125.0;88.0;1264589302.0
133.0;132.0;1264589590.0
18.0;163.0;1264589743.0
18.0;163.0;1264589774.0
39.0;97.0;1264589851.0
166.0;133.0;1264589852.0
18.0;163.0;1264589870.0
18.0;163.0;1264589908.0
18.0;163.0;1264589945.0
133.0;22.0;1264589967.0
160.0;80.0;1264589970.0
160.0;148.0;1264589970.0
160.0;79.0;1264589970.0
133.0;166.0;1264589978.0
160.0;80.0;1264589987.0
160.0;148.0;1264589987.0
160.0;79.0;1264589987.0
18.0;163.0;1264589991.0
22.0;85.0;1264590013.0
73.0;112.0;1264590373.0
18.0;163.0;1264590450.0
165.0;92.0;1264590505.0
165.0;84.0;1264590505.0
92.0;165.0;1264590554.0
22.0;36.0;1264590564.0
18.0;163.0;1264590582.0
84.0;165.0;1264590590.0
18.0;163.0;1264590605.0
112.0;73.0;1264590718.0
133.0;132.0;1264590737.0
133.0;166.0;1264590737.0
107.0;73.0;1264590745.0
132.0;133.0;1264590827.0
85.0;36.0;1264590910.0
8.0;50.0;1264591003.0
8.0;56.0;1264591003.0
36.0;22.0;1264591563.0
36.0;60.0;1264591751.0
47.0;78.0;1264591892.0
78.0;47.0;1264591898.0
50.0;8.0;1264592066.0
8.0;50.0;1264592114.0
8.0;50.0;1264592264.0
133.0;90.0;1264592365.0
50.0;8.0;1264592483.0
8.0;50.0;1264592492.0
8.0;50.0;1264592516.0
22.0;78.0;1264592666.0
112.0;32.0;1264593104.0
42.0;66.0;1264594290.0
73.0;112.0;1264594891.0
78.0;22.0;1264595011.0
42.0;130.0;1264595281.0
62.0;85.0;1264595360.0
62.0;128.0;1264595360.0
128.0;62.0;1264595361.0
130.0;42.0;1264595364.0
166.0;84.0;1264595382.0
90.0;133.0;1264595410.0
84.0;166.0;1264595595.0
45.0;33.0;1264595639.0
126.0;95.0;1264595667.0
33.0;45.0;1264595672.0
32.0;112.0;1264595830.0
8.0;128.0;1264595847.0
84.0;166.0;1264596044.0
123.0;39.0;1264596368.0
54.0;165.0;1264596877.0
54.0;81.0;1264596877.0
54.0;126.0;1264596877.0
165.0;54.0;1264596918.0
81.0;54.0;1264596943.0
103.0;81.0;1264597004.0
160.0;80.0;1264597006.0
166.0;132.0;1264597067.0
13.0;56.0;1264597082.0
13.0;95.0;1264597082.0
13.0;81.0;1264597082.0
165.0;92.0;1264597098.0
165.0;13.0;1264597098.0
165.0;150.0;1264597098.0
150.0;165.0;1264597136.0
13.0;165.0;1264597138.0
92.0;165.0;1264597183.0
132.0;166.0;1264597213.0
83.0;74.0;1264597363.0
123.0;136.0;1264597716.0
8.0;128.0;1264597817.0
82.0;97.0;1264597821.0
166.0;91.0;1264597939.0
152.0;166.0;1264598080.0
148.0;160.0;1264598175.0
160.0;148.0;1264599066.0
132.0;3.0;1264599140.0
3.0;132.0;1264599210.0
18.0;8.0;1264599373.0
57.0;130.0;1264599384.0
118.0;163.0;1264599926.0
88.0;154.0;1264599931.0
88.0;110.0;1264599931.0
74.0;83.0;1264600182.0
8.0;39.0;1264600396.0
8.0;18.0;1264600396.0
45.0;33.0;1264600618.0
91.0;166.0;1264600967.0
57.0;17.0;1264601047.0
33.0;45.0;1264601117.0
17.0;57.0;1264601252.0
160.0;80.0;1264601703.0
160.0;148.0;1264601703.0
160.0;79.0;1264601703.0
35.0;127.0;1264601758.0
27.0;104.0;1264601870.0
27.0;86.0;1264601870.0
98.0;113.0;1264602031.0
98.0;110.0;1264602031.0
98.0;52.0;1264602031.0
98.0;82.0;1264602031.0
98.0;63.0;1264602031.0
98.0;61.0;1264602031.0
98.0;57.0;1264602031.0
98.0;56.0;1264602031.0
63.0;98.0;1264602100.0
36.0;85.0;1264602157.0
113.0;98.0;1264602345.0
156.0;163.0;1264602556.0
61.0;98.0;1264602730.0
17.0;57.0;1264603276.0
3.0;166.0;1264603478.0
160.0;130.0;1264603685.0
90.0;13.0;1264604442.0
8.0;128.0;1264604759.0
152.0;22.0;1264604990.0
119.0;69.0;1264605517.0
5.0;36.0;1264614581.0
130.0;57.0;1264623149.0
112.0;73.0;1264657362.0
110.0;98.0;1264661278.0
57.0;17.0;1264661390.0
17.0;57.0;1264661705.0
22.0;152.0;1264662034.0
57.0;130.0;1264662217.0
22.0;152.0;1264662772.0
22.0;133.0;1264662810.0
3.0;132.0;1264663115.0
150.0;162.0;1264663270.0
119.0;77.0;1264663511.0
119.0;77.0;1264663518.0
92.0;165.0;1264663698.0
165.0;92.0;1264663734.0
126.0;54.0;1264664281.0
113.0;78.0;1264664336.0
22.0;133.0;1264664477.0
133.0;22.0;1264664563.0
133.0;22.0;1264664749.0
27.0;126.0;1264665035.0
160.0;148.0;1264665250.0
52.0;98.0;1264665259.0
22.0;135.0;1264665368.0
22.0;133.0;1264665382.0
133.0;97.0;1264665455.0
133.0;73.0;1264665455.0
127.0;35.0;1264665465.0
60.0;105.0;1264665692.0
60.0;58.0;1264665692.0
60.0;97.0;1264665692.0
60.0;58.0;1264665741.0
135.0;22.0;1264665972.0
97.0;60.0;1264666267.0
132.0;3.0;1264666839.0
101.0;156.0;1264667019.0
128.0;62.0;1264667053.0
101.0;69.0;1264667105.0
